stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version,Expenditure,Population,Military_size,WG,Beta,Beta Corr
NEW,920,1988,460,897060,13,19571.55,3317,737,0.0007212,4,897060000,1105666.667,13000,1.18%,0.793199063,0.753199063
NEW,920,1989,608,818170,12,19933.09,3330,746,0.0007641,4,818170000,1110000,12000,1.08%,0.787225923,0.747225923
NEW,920,1990,765,826270,11,20475.96,3362,1116,0.0008167,4,826270000,1120666.667,11000,0.98%,0.780438842,0.740438842
NEW,920,1991,700,785760,11,20741.97,3406,1485,0.0008703,4,785760000,1135333.333,11000,0.97%,0.779711014,0.739711014
NEW,920,1992,759,607500,11,20875.29,3442,1504,0.000859,4,607500000,1147333.333,11000,0.96%,0.77912347,0.73912347
NEW,920,1993,850,681100,11,21652.36,3451,1530,0.000895,4,681100000,1150333.333,11000,0.96%,0.778977682,0.738977682
NEW,920,1994,768,733000,10,21948.21,3493,1555,0.0008598,4,733000000,1164333.333,10000,0.86%,0.771479402,0.731479402
NEW,920,1995,842,1024000,10,21512.52,3542,1581,0.0009128,4,1024000000,1180666.667,10000,0.85%,0.770710738,0.730710738
NEW,920,1996,808,1022000,10,23142.05,3570,1631,0.0009036,4,1022000000,1190000,10000,0.84%,0.770276939,0.730276939
NEW,920,1997,758,904000,10,24321.49,3761,1682,0.0008718,4,904000000,1253666.667,10000,0.80%,0.767417839,0.727417839
NEW,920,1998,756,898000,10,22879.27,3796,1732,0.0008651,4,898000000,1265333.333,10000,0.79%,0.76691192,0.72691192
NEW,920,1999,775,824000,10,24768.44,3828,1750,0.0008555,4,824000000,1276000,10000,0.78%,0.766454007,0.726454007
NEW,920,2000,702,804000,9,25883.95,3862,1766,0.0008111,4,804000000,1287333.333,9000,0.70%,0.758482911,0.718482911
NEW,920,2001,826,664000,9,25748.64,3881,1840,0.0008042,4,664000000,1293666.667,9000,0.70%,0.758218405,0.718218405
NEW,920,2002,765,752000,9,26345.11,3949,1913,0.0007969,4,752000000,1316333.333,9000,0.68%,0.757283731,0.717283731
NEW,920,2003,853,1069000,9,24620.79,4027,1987,0.0008068,4,1069000000,1342333.333,9000,0.67%,0.756233977,0.716233977
NEW,920,2004,885,1221000,8,24475.72,4088,2071,0.0008047,4,1221000000,1362666.667,8000,0.59%,0.747090416,0.707090416
NEW,920,2005,889,1449000,8,23901.88,4134,2154,0.0008312,4,1449000000,1378000,8000,0.58%,0.746499049,0.706499049
NEW,920,2006,810,1544000,9,24234.76,4185,2202,0.000816,4,1544000000,1395000,9000,0.65%,0.754176948,0.714176948
NEW,920,2007,845,1388000,9,24200.14,4228,2223,0.0007705,4,1388000000,1409333.333,9000,0.64%,0.753632441,0.713632441
NIC,93,1900,0,114,2,0,421,0,0.0001728,4,114000,140333.3333,2000,1.43%,0.773413506,0.733413506
NIC,93,1901,0,98,2,0,433,0,0.0001684,4,98000,144333.3333,2000,1.39%,0.771583798,0.731583798
NIC,93,1902,0,-9,2,0,451,0,0.0001495,4,-9000,150333.3333,2000,1.33%,0.768947498,0.728947498
NIC,93,1903,0,140,2,0,464,0,0.0001956,4,140000,154666.6667,2000,1.29%,0.767118785,0.727118785
NIC,93,1904,0,-9,2,0,480,0,0.0001542,4,-9000,160000,2000,1.25%,0.764948488,0.724948488
NIC,93,1905,0,-9,2,0,492,0,0.0001427,4,-9000,164000,2000,1.22%,0.763375439,0.723375439
NIC,93,1906,0,-9,4,0,505,0,0.0002227,4,-9000,168333.3333,4000,2.38%,0.819321531,0.779321531
NIC,93,1907,0,-9,4,0,515,0,0.000225,4,-9000,171666.6667,4000,2.33%,0.817988648,0.777988648
NIC,93,1908,0,-9,4,0,523,0,0.0002199,4,-9000,174333.3333,4000,2.29%,0.816943887,0.776943887
NIC,93,1909,0,-9,4,0,532,0,0.0002166,4,-9000,177333.3333,4000,2.26%,0.815790572,0.775790572
NIC,93,1910,0,-9,4,0,540,0,0.000217,4,-9000,180000,4000,2.22%,0.814784333,0.774784333
NIC,93,1911,0,-9,4,0,551,0,0.0002164,4,-9000,183666.6667,4000,2.18%,0.813428766,0.773428766
NIC,93,1912,0,-9,4,0,560,0,0.0002224,4,-9000,186666.6667,4000,2.14%,0.812342907,0.772342907
NIC,93,1913,0,-9,4,0,570,0,0.0002111,4,-9000,190000,4000,2.11%,0.811159988,0.771159988
NIC,93,1914,0,-9,4,0,580,0,0.0002087,4,-9000,193333.3333,4000,2.07%,0.810000993,0.770000993
NIC,93,1915,0,-9,4,0,591,0,0.0001233,4,-9000,197000,4000,2.03%,0.808752672,0.768752672
NIC,93,1916,0,-9,2,0,602,0,0.0001113,4,-9000,200666.6667,2000,1.00%,0.75075951,0.71075951
NIC,93,1917,0,-9,2,0,610,0,0.0001107,4,-9000,203333.3333,2000,0.98%,0.749948622,0.709948622
NIC,93,1918,0,-9,2,0,621,0,0.0001125,4,-9000,207000,2000,0.97%,0.748853634,0.708853634
NIC,93,1919,0,-9,2,0,630,0,0.0001353,4,-9000,210000,2000,0.95%,0.747974386,0.707974386
NIC,93,1920,0,-9,1,0,638,0,0.0001185,4,-9000,212666.6667,1000,0.47%,0.6907022,0.6507022
NIC,93,1921,0,-9,2,0,644,0,0.0001362,4,-9000,214666.6667,2000,0.93%,0.746635307,0.706635307
NIC,93,1922,0,43,2,0,650,0,0.0001211,4,43000,216666.6667,2000,0.92%,0.746071742,0.706071742
NIC,93,1923,0,-9,3,0,655,0,0.000179,4,-9000,218333.3333,3000,1.37%,0.778588032,0.738588032
NIC,93,1924,0,-9,3,0,660,0,0.0001983,4,-9000,220000,3000,1.36%,0.778106716,0.738106716
NIC,93,1925,0,131,3,0,664,0,0.0001711,4,131000,221333.3333,3000,1.36%,0.777724706,0.737724706
NIC,93,1926,0,132,3,0,668,0,0.0001707,4,132000,222666.6667,3000,1.35%,0.777345361,0.737345361
NIC,93,1927,0,84,3,0,670,0,0.0001692,4,84000,223333.3333,3000,1.34%,0.777156678,0.737156678
NIC,93,1928,0,78,3,0,674,0,0.0001681,4,78000,224666.6667,3000,1.34%,0.776781267,0.736781267
NIC,93,1929,0,141,3,0,680,0,0.0001702,4,141000,226666.6667,3000,1.32%,0.77622298,0.73622298
NIC,93,1930,0,130,3,0,684,0,0.000169,4,130000,228000,3000,1.32%,0.77585396,0.73585396
NIC,93,1931,0,90,3,0,690,0,0.000168,4,90000,230000,3000,1.30%,0.775305106,0.735305106
NIC,93,1932,0,96,2,0,693,0,0.0001397,4,96000,231000,2000,0.87%,0.742202032,0.702202032
NIC,93,1933,0,63,3,0,697,0,0.0001599,4,63000,232333.3333,3000,1.29%,0.774671743,0.734671743
NIC,93,1934,0,93,2,0,711,0,0.0001323,4,93000,237000,2000,0.84%,0.740664205,0.700664205
NIC,93,1935,0,86,2,0,728,0,0.0001228,4,86000,242666.6667,2000,0.82%,0.739252781,0.699252781
NIC,93,1936,0,83,2,0,746,0,0.0001243,4,83000,248666.6667,2000,0.80%,0.737799456,0.697799456
NIC,93,1937,0,45,3,0,765,0,0.0001425,4,45000,255000,3000,1.18%,0.768878956,0.728878956
NIC,93,1938,0,-9,2,0,785,0,0.0001527,4,-9000,261666.6667,2000,0.76%,0.734785637,0.694785637
NIC,93,1939,0,-9,4,0,806,0,0.0001752,4,-9000,268666.6667,4000,1.49%,0.788680253,0.748680253
NIC,93,1946,0,-9,3,0,949,0,0.000165,4,-9000,316333.3333,3000,0.95%,0.755793711,0.715793711
NIC,93,1947,0,-9,3,0,977,0,0.0001427,4,-9000,325666.6667,3000,0.92%,0.754062381,0.714062381
NIC,93,1948,0,-9,3,9,1001,0,0.000143,4,-9000,333666.6667,3000,0.90%,0.752623489,0.712623489
NIC,93,1949,0,-9,3,10,1028,103,0.0002156,4,-9000,342666.6667,3000,0.88%,0.751051709,0.711051709
NIC,93,1950,0,-9,3,10,1052,109,0.0002147,4,-9000,350666.6667,3000,0.86%,0.749694152,0.709694152
NIC,93,1951,0,-9,3,10,1083,114,0.000214,4,-9000,361000,3000,0.83%,0.747992727,0.707992727
NIC,93,1952,0,-9,3,11,1116,120,0.0002052,4,-9000,372000,3000,0.81%,0.746242335,0.706242335
NIC,93,1953,0,-9,3,12,1149,127,0.0002076,4,-9000,383000,3000,0.78%,0.744550774,0.704550774
NIC,93,1954,0,-9,3,13,1183,133,0.0002064,4,-9000,394333.3333,3000,0.76%,0.742865686,0.702865686
NIC,93,1955,0,-9,3,14,1218,141,0.0002033,4,-9000,406000,3000,0.74%,0.741188495,0.701188495
NIC,93,1956,0,-9,3,15,1255,156,0.0002095,4,-9000,418333.3333,3000,0.72%,0.739474936,0.699474936
NIC,93,1957,0,7037,4,16,1292,164,0.0001958,4,7037000,430666.6667,4000,0.93%,0.759994027,0.719994027
NIC,93,1958,0,5782,4,18,1330,173,0.000195,4,5782000,443333.3333,4000,0.90%,0.758299655,0.718299655
NIC,93,1959,0,6194,5,20,1370,191,0.0002084,4,6194000,456666.6667,5000,1.09%,0.773698539,0.733698539
NIC,93,1960,0,6700,5,23,1411,201,0.0002055,4,6700000,470333.3333,5000,1.06%,0.771951779,0.731951779
NIC,93,1961,0,6979,5,24,1453,211,0.0002069,4,6979000,484333.3333,5000,1.03%,0.770222081,0.730222081
NIC,93,1962,0,7546,5,26,1496,223,0.000205,4,7546000,498666.6667,5000,1.00%,0.768509911,0.728509911
NIC,93,1963,0,7801,5,31,1541,234,0.0002043,4,7801000,513666.6667,5000,0.97%,0.766777802,0.726777802
NIC,93,1964,0,7546,6,35,1579,247,0.0002124,4,7546000,526333.3333,6000,1.14%,0.779199736,0.739199736
NIC,93,1965,0,8113,6,38,1619,262,0.0002173,4,8113000,539666.6667,6000,1.11%,0.777722834,0.737722834
NIC,93,1966,0,9348,6,45,1660,274,0.0002147,4,9348000,553333.3333,6000,1.08%,0.776251991,0.736251991
NIC,93,1967,0,10270,6,51,1701,299,0.0002181,4,10270000,567000,6000,1.06%,0.774822388,0.734822388
NIC,93,1968,0,10057,6,580,1744,320,0.0002335,4,10057000,581333.3333,6000,1.03%,0.773365043,0.733365043
NIC,93,1969,0,10241,6,596,1788,344,0.0002362,4,10241000,596000,6000,1.01%,0.771915995,0.731915995
NIC,93,1970,0,12170,6,1396.264,2053,367,0.00026,4,12170000,684333.3333,6000,0.88%,0.763976084,0.723976084
NIC,93,1971,0,12400,6,1786.779,1889,398,0.0002635,4,12400000,629666.6667,6000,0.95%,0.768739414,0.728739414
NIC,93,1972,0,16142,6,1852.908,1955,435,0.0002683,4,16142000,651666.6667,6000,0.92%,0.766767356,0.726767356
NIC,93,1973,0,15286,6,2025.004,2015,465,0.0002718,4,15286000,671666.6667,6000,0.89%,0.765039867,0.725039867
NIC,93,1974,0,21959,6,2084.03,2087,494,0.0002761,4,21959000,695666.6667,6000,0.86%,0.763043279,0.723043279
NIC,93,1975,0,27185,5,2234.592,2408,527,0.0002879,4,27185000,802666.6667,5000,0.62%,0.741603454,0.701603454
NIC,93,1976,0,37290,5,2344.894,2244,550,0.0002836,4,37290000,748000,5000,0.67%,0.745471072,0.705471072
NIC,93,1977,0,41275,6,2457.074,2325,573,0.0002937,4,41275000,775000,6000,0.77%,0.756966647,0.716966647
NIC,93,1978,0,43000,6,2333.398,2410,594,0.0002913,4,43000000,803333.3333,6000,0.75%,0.754967594,0.714967594
NIC,93,1979,0,42000,6,2113.217,2644,608,0.0002913,4,42000000,881333.3333,6000,0.68%,0.749856995,0.709856995
NIC,93,1980,0,62000,24,2246.991,2771,630,0.0004131,4,62000000,923666.6667,24000,2.60%,0.848219261,0.808219261
NIC,93,1981,0,192000,39,2392.461,2871,653,0.0005365,4,192000000,957000,39000,4.08%,0.881290073,0.841290073
NIC,93,1982,0,249000,41,2384.015,2957,676,0.0005588,4,249000000,985666.6667,41000,4.16%,0.883029017,0.843029017
NIC,93,1983,0,348000,46,2265.405,3058,700,0.000608,4,348000000,1019333.333,46000,4.51%,0.889202789,0.849202789
NIC,93,1984,0,625000,67,2225.229,3163,726,0.0007726,4,625000000,1054333.333,67000,6.35%,0.914153858,0.874153858
NIC,93,1985,0,702000,74,2293.356,3272,747,0.0008385,4,702000000,1090666.667,74000,6.78%,0.919073944,0.879073944
NIC,93,1986,0,436090,75,2344.95,3384,768,0.0007758,4,436090000,1128000,75000,6.65%,0.917817462,0.877817462
NIC,93,1987,0,189000,80,2432.48,3501,790,0.0007583,4,189000000,1167000,80000,6.86%,0.920204137,0.880204137
NIC,93,1988,0,142000,74,2454.681,3622,813,0.0007091,4,142000000,1207333.333,74000,6.13%,0.912404325,0.872404325
NIC,93,1989,0,-9,65,2513.886,3745,836,0.0007643,4,-9000,1248333.333,65000,5.21%,0.900995609,0.860995609
NIC,93,1990,0,318000,28,2679.454,3871,865,0.0004861,4,318000000,1290333.333,28000,2.17%,0.839021738,0.799021738
NIC,93,1991,0,225000,20,2753.102,3999,895,0.0004419,4,225000000,1333000,20000,1.50%,0.813228055,0.773228055
NIC,93,1992,0,214500,15,2800.294,4131,926,0.0004194,4,214500000,1377000,15000,1.09%,0.791007856,0.751007856
NIC,93,1993,0,210000,15,2790.369,4265,957,0.0004215,4,210000000,1421666.667,15000,1.06%,0.789225511,0.749225511
NIC,93,1994,0,35000,14,2875.365,4401,990,0.0003764,4,35000000,1467000,14000,0.95%,0.782621656,0.742621656
NIC,93,1995,0,39000,14,2832.179,4539,1023,0.0003775,4,39000000,1513000,14000,0.93%,0.780923549,0.740923549
NIC,93,1996,0,37000,14,3024.577,4238,1057,0.0003666,4,37000000,1412666.667,14000,0.99%,0.784707414,0.744707414
NIC,93,1997,0,36000,14,3323.853,4351,1093,0.0003687,4,36000000,1450333.333,14000,0.97%,0.783251959,0.743251959
NIC,93,1998,0,30000,14,3480.292,4807,1129,0.0003826,4,30000000,1602333.333,14000,0.87%,0.777787908,0.737787908
NIC,93,1999,0,25000,12,3487.828,4938,1167,0.0003662,4,25000000,1646000,12000,0.73%,0.765557577,0.725557577
NIC,93,2000,0,24000,16,3551.046,5074,1187,0.0003955,4,24000000,1691333.333,16000,0.95%,0.784167302,0.744167302
NIC,93,2001,0,27000,16,3596.374,5174,1209,0.0004047,4,27000000,1724666.667,16000,0.93%,0.783101584,0.743101584
NIC,93,2002,0,32000,14,3629.865,5245,1230,0.0003875,4,32000000,1748333.333,14000,0.80%,0.773069396,0.733069396
NIC,93,2003,0,31000,14,3782.69,5313,1252,0.0003779,4,31000000,1771000,14000,0.79%,0.772377231,0.732377231
NIC,93,2004,0,32000,14,4030.29,5381,1274,0.0003868,4,32000000,1793666.667,14000,0.78%,0.771695083,0.731695083
NIC,93,2005,0,34000,14,3921.561,5450,1297,0.0003867,4,34000000,1816666.667,14000,0.77%,0.771012866,0.731012866
NIC,93,2006,0,35000,14,4189.669,5523,1320,0.0003862,4,35000000,1841000,14000,0.76%,0.770301726,0.730301726
NIC,93,2007,0,37000,14,4241.174,5596,1344,0.0003883,4,37000000,1865333.333,14000,0.75%,0.76960121,0.72960121
NIG,475,1960,0,15962,5,545,42305,4475,0.0041064,4,15962000,14101666.67,5000,0.04%,0.612485393,0.572485393
NIG,475,1961,0,23243,6,557,43515,4652,0.0041199,4,23243000,14505000,6000,0.04%,0.622494439,0.582494439
NIG,475,1962,0,31924,7,602,44782,4749,0.0040838,4,31924000,14927333.33,7000,0.05%,0.630744767,0.590744767
NIG,475,1963,0,42565,25,1370,46084,4755,0.0042167,4,42565000,15361333.33,25000,0.16%,0.706580944,0.666580944
NIG,475,1964,0,53206,25,2021,47389,4932,0.0042616,4,53206000,15796333.33,25000,0.16%,0.70539057,0.66539057
NIG,475,1965,0,63568,25,4704,48676,5088,0.0043846,4,63568000,16225333.33,25000,0.15%,0.704252061,0.664252061
NIG,475,1966,0,61327,30,6967,49937,5249,0.0044658,4,61327000,16645666.67,30000,0.18%,0.714133759,0.674133759
NIG,475,1967,0,88491,35,6366,51183,5414,0.0044944,4,88491000,17061000,35000,0.21%,0.722333866,0.682333866
NIG,475,1968,0,118454,85,2148,52435,5586,0.0047265,4,118454000,17478333.33,85000,0.49%,0.774493977,0.734493977
NIG,475,1969,0,297676,110,5627,53723,5750,0.00511,4,297676000,17907666.67,110000,0.61%,0.788806788,0.748806788
NIG,475,1970,0,169420,200,27208.44,55070,5989,0.0059723,4,169420000,18356666.67,200000,1.09%,0.823382912,0.783382912
NIG,475,1971,0,208645,320,35733.05,56486,6243,0.0070182,4,208645000,18828666.67,320000,1.70%,0.850193415,0.810193415
NIG,475,1972,0,230921,305,42043.23,57965,6415,0.0069163,4,230921000,19321666.67,305000,1.58%,0.846021937,0.806021937
NIG,475,1973,0,268421,305,48069.64,59508,6632,0.0069753,4,268421000,19836000,305000,1.54%,0.844699188,0.804699188
NIG,475,1974,0,317530,300,56325.7,61111,6860,0.0069946,4,317530000,20370333.33,300000,1.47%,0.842382889,0.802382889
NIG,475,1975,0,620384,270,46170.35,62770,6893,0.0067355,4,620384000,20923333.33,270000,1.29%,0.834793829,0.794793829
NIG,475,1976,15,670468,270,51667.79,64488,7366,0.0068712,4,670468000,21496000,270000,1.26%,0.833458727,0.793458727
NIG,475,1977,15,785742,300,50204.33,66272,7608,0.0070825,4,785742000,22090666.67,300000,1.36%,0.838344213,0.798344213
NIG,475,1978,15,723404,204,49482.45,68121,7852,0.0063763,4,723404000,22707000,204000,0.90%,0.814213404,0.774213404
NIG,475,1979,15,739557,164,64392.47,70037,8110,0.006305,4,739557000,23345666.67,164000,0.70%,0.800017988,0.760017988
NIG,475,1980,15,701754,150,60571.68,72024,8359,0.0061625,4,701754000,24008000,150000,0.62%,0.793450206,0.753450206
NIG,475,1981,15,893444,144,58675.9,74082,8583,0.0061412,4,893444000,24694000,144000,0.58%,0.789738788,0.749738788
NIG,475,1982,15,1671002,144,55891.13,76214,8828,0.006281,4,1671002000,25404666.67,144000,0.57%,0.788424633,0.748424633
NIG,475,1983,182,1451008,144,52958.04,78422,9074,0.0062298,4,1451008000,26140666.67,144000,0.55%,0.787106237,0.747106237
NIG,475,1984,187,1215983,144,59921.98,93327,9312,0.0064973,4,1215983000,31109000,144000,0.46%,0.779167889,0.739167889
NIG,475,1985,254,1093000,134,63481.09,95690,9546,0.0064799,4,1093000000,31896666.67,134000,0.42%,0.773874683,0.733874683
NIG,475,1986,200,673040,138,64354.07,98168,10343,0.00647,4,673040000,32722666.67,138000,0.42%,0.774431135,0.734431135
NIG,475,1987,200,202130,138,56832.57,101408,11140,0.0064059,4,202130000,33802666.67,138000,0.41%,0.772980569,0.732980569
NIG,475,1988,192,283340,107,65088.66,104957,11937,0.0064071,4,283340000,34985666.67,107000,0.31%,0.75680284,0.71680284
NIG,475,1989,213,253000,107,45613.17,93336,12734,0.0058931,4,253000000,31112000,107000,0.34%,0.761950141,0.721950141
NIG,475,1990,220,284270,94,82822.3,96154,13531,0.0061654,4,284270000,32051333.33,94000,0.29%,0.753143815,0.713143815
NIG,475,1991,200,243720,94,84411.21,99087,14328,0.0064333,4,243720000,33029000,94000,0.28%,0.751836706,0.711836706
NIG,475,1992,140,176900,76,95496.59,102128,15123,0.0064947,4,176900000,34042666.67,76000,0.22%,0.738270035,0.698270035
NIG,475,1993,140,210000,76,96262.73,105265,15929,0.0065302,4,210000000,35088333.33,76000,0.22%,0.736984409,0.696984409
NIG,475,1994,58,1191000,80,116325.9,108468,16778,0.0069477,4,1191000000,36156000,80000,0.22%,0.738662406,0.698662406
NIG,475,1995,36,1507000,80,121504.1,111722,17597,0.0070676,4,1507000000,37240666.67,80000,0.21%,0.737409964,0.697409964
NIG,475,1996,12,1913000,80,129888.8,115020,18455,0.0072054,4,1913000000,38340000,80000,0.21%,0.73618141,0.69618141
NIG,475,1997,15,1965000,76,133382.3,118369,19356,0.0072503,4,1965000000,39456333.33,76000,0.19%,0.732040792,0.692040792
NIG,475,1998,15,2143000,76,128590.4,106409,20301,0.0069081,4,2143000000,35469666.67,76000,0.21%,0.736526166,0.696526166
NIG,475,1999,15,2237000,77,130151,108945,21291,0.0069659,4,2237000000,36315000,77000,0.21%,0.736280567,0.696280567
NIG,475,2000,15,518000,76,157299.5,111506,22234,0.0067953,4,518000000,37168666.67,76000,0.20%,0.734549182,0.694549182
NIG,475,2001,15,516000,78,170801.6,118801,23219,0.0071316,4,516000000,39600333.33,78000,0.20%,0.733373148,0.693373148
NIG,475,2002,-9,901000,78,189492.2,122444,24164,0.00885,4,901000000,40814666.67,78000,0.19%,0.732109163,0.692109163
NIG,475,2003,-9,478000,78,183471.5,126153,25147,0.0085314,4,478000000,42051000,78000,0.19%,0.730864611,0.690864611
NIG,475,2004,40,572000,78,194974.8,129175,26171,0.007365,4,572000000,43058333.33,78000,0.18%,0.729880345,0.689880345
NIG,475,2005,100,854000,78,207734.3,133767,27176,0.0075787,4,854000000,44589000,78000,0.17%,0.728432792,0.688432792
NIG,475,2006,100,768000,79,199883.7,138359,28220,0.0075925,4,768000000,46119666.67,79000,0.17%,0.727761437,0.687761437
NIG,475,2007,100,980000,85,201047.6,142951,29303,0.0077921,4,980000000,47650333.33,85000,0.18%,0.730558018,0.690558018
NIR,436,1963,0,1742,2,2,3332,0,0.0001948,4,1742000,1110666.667,2000,0.18%,0.65847797,0.61847797
NIR,436,1964,0,1876,2,2,3421,0,0.0001948,4,1876000,1140333.333,2000,0.18%,0.657233415,0.617233415
NIR,436,1965,0,2192,2,2,3513,0,0.0001968,4,2192000,1171000,2000,0.17%,0.655985233,0.615985233
NIR,436,1966,0,2783,3,2,3608,0,0.000204,4,2783000,1202666.667,3000,0.25%,0.683696652,0.643696652
NIR,436,1967,0,3152,3,3,3705,0,0.0002044,4,3152000,1235000,3000,0.24%,0.682403519,0.642403519
NIR,436,1968,0,3654,4,3,3806,0,0.0002118,4,3654000,1268666.667,4000,0.32%,0.701568063,0.661568063
NIR,436,1969,0,3731,4,4,3909,0,0.0002123,4,3731000,1303000,4000,0.31%,0.700237551,0.660237551
NIR,436,1970,0,4000,4,757.5314,4024,0,0.0002275,4,4000000,1341333.333,4000,0.30%,0.698798539,0.658798539
NIR,436,1971,0,2797,4,777.5366,4126,0,0.0002313,4,2797000,1375333.333,4000,0.29%,0.697560952,0.657560952
NIR,436,1972,0,3160,4,800.0261,4213,102,0.000251,4,3160000,1404333.333,4000,0.28%,0.696532649,0.656532649
NIR,436,1973,0,3664,4,826.7013,4304,109,0.0002514,4,3664000,1434666.667,4000,0.28%,0.695482682,0.655482682
NIR,436,1974,0,4877,4,861.4114,4476,119,0.0002559,4,4877000,1492000,4000,0.27%,0.693565604,0.653565604
NIR,436,1975,0,7003,4,887.1991,4600,130,0.0002595,4,7003000,1533333.333,4000,0.26%,0.69223493,0.65223493
NIR,436,1976,0,7779,4,911.3607,4727,142,0.0002622,4,7779000,1575666.667,4000,0.25%,0.69091381,0.65091381
NIR,436,1977,0,8000,4,935.5884,4859,225,0.0002793,4,8000000,1619666.667,4000,0.25%,0.689582894,0.649582894
NIR,436,1978,0,9000,4,961.6202,4994,168,0.0002686,4,9000000,1664666.667,4000,0.24%,0.688263695,0.648263695
NIR,436,1979,0,11000,3,992.8864,5404,186,0.0002769,4,11000000,1801333.333,3000,0.17%,0.664521213,0.624521213
NIR,436,1980,0,18000,3,1042.328,5586,206,0.0002854,4,18000000,1862000,3000,0.16%,0.662996562,0.622996562
NIR,436,1981,0,15000,6,1086.154,5777,225,0.0003082,4,15000000,1925666.667,6000,0.31%,0.709355943,0.669355943
NIR,436,1982,0,17000,5,1130.33,5977,246,0.0003091,4,17000000,1992333.333,5000,0.25%,0.695121779,0.655121779
NIR,436,1983,0,13000,5,1248.881,6184,267,0.0003153,4,13000000,2061333.333,5000,0.24%,0.69349397,0.65349397
NIR,436,1984,0,10000,5,1297.292,6396,289,0.0003148,4,10000000,2132000,5000,0.23%,0.691889864,0.651889864
NIR,436,1985,0,11800,5,1332.172,6608,311,0.0003209,4,11800000,2202666.667,5000,0.23%,0.690345117,0.650345117
NIR,436,1986,0,15000,4,1441.328,6822,418,0.0003334,4,15000000,2274000,4000,0.18%,0.673596799,0.633596799
NIR,436,1987,0,17580,5,1524.55,7036,525,0.0003567,4,17580000,2345333.333,5000,0.21%,0.687391381,0.647391381
NIR,436,1988,0,17370,4,1557.865,7257,632,0.0003664,4,17370000,2419000,4000,0.17%,0.67076409,0.63076409
NIR,436,1989,0,17210,4,1617.928,7487,652,0.0003728,4,17210000,2495666.667,4000,0.16%,0.669343258,0.629343258
NIR,436,1990,0,45180,5,1982.115,7731,673,0.0003862,4,45180000,2577000,5000,0.19%,0.68300508,0.64300508
NIR,436,1991,0,21800,5,2039.457,7991,695,0.0003967,4,21800000,2663666.667,5000,0.19%,0.681478085,0.641478085
NIR,436,1992,0,23330,5,2138.216,8264,718,0.0004048,4,23330000,2754666.667,5000,0.18%,0.67993428,0.63993428
NIR,436,1993,0,14000,5,2210.78,8361,752,0.0004015,4,14000000,2787000,5000,0.18%,0.679399637,0.639399637
NIR,436,1994,0,19000,5,2271.529,8846,787,0.0004131,4,19000000,2948666.667,5000,0.17%,0.676827986,0.636827986
NIR,436,1995,0,21000,5,2341.929,9151,821,0.0004183,4,21000000,3050333.333,5000,0.16%,0.675291362,0.635291362
NIR,436,1996,0,22000,5,2410.281,9465,855,0.0004227,4,22000000,3155000,5000,0.16%,0.67376891,0.63376891
NIR,436,1997,0,22000,5,2480.911,9788,890,0.0004276,4,22000000,3262666.667,5000,0.15%,0.672261433,0.632261433
NIR,436,1998,0,26000,6,2533.092,10078,924,0.0004422,4,26000000,3359333.333,6000,0.18%,0.683087967,0.643087967
NIR,436,1999,0,28000,6,2594.647,10400,958,0.0004473,4,28000000,3466666.667,6000,0.17%,0.681661299,0.641661299
NIR,436,2000,0,27000,5,2637.473,10730,993,0.0004439,4,27000000,3576666.667,5000,0.14%,0.668167865,0.628167865
NIR,436,2001,0,29000,5,2735.644,11090,1027,0.0004556,4,29000000,3696666.667,5000,0.14%,0.666709835,0.626709835
NIR,436,2002,0,21000,5,2787.266,11456,1068,0.0004607,4,21000000,3818666.667,5000,0.13%,0.665281439,0.625281439
NIR,436,2003,0,25000,5,2861.424,11834,1110,0.0004607,4,25000000,3944666.667,5000,0.13%,0.663859441,0.623859441
NIR,436,2004,0,32000,5,2941.988,12225,1154,0.0004762,4,32000000,4075000,5000,0.12%,0.662441631,0.622441631
NIR,436,2005,0,33000,5,2992.395,12628,1205,0.000485,4,33000000,4209333.333,5000,0.12%,0.661033017,0.621033017
NIR,436,2006,0,38000,5,3057.128,13045,1259,0.0004937,4,38000000,4348333.333,5000,0.11%,0.659628016,0.619628016
NIR,436,2007,0,46000,5,3131.085,13475,1315,0.000505,4,46000000,4491666.667,5000,0.11%,0.658231431,0.618231431
NOR,385,1905,0,3935,32,1576,2303,228,0.0031066,4,3935000,767666.6667,32000,4.17%,0.881028301,0.841028301
NOR,385,1906,0,4017,7,1604,2313,230,0.0028621,4,4017000,771000,7000,0.91%,0.768627477,0.728627477
NOR,385,1907,0,4367,7,1812,2324,232,0.0031615,4,4367000,774666.6667,7000,0.90%,0.768358549,0.728358549
NOR,385,1908,0,5389,7,2166,2333,235,0.0036127,4,5389000,777666.6667,7000,0.90%,0.768139601,0.728139601
NOR,385,1909,0,4720,7,2186,2358,237,0.0031817,4,4720000,786000,7000,0.89%,0.76753646,0.72753646
NOR,385,1910,0,4790,5,2252,2376,239,0.0031169,4,4790000,792000,5000,0.63%,0.742333908,0.702333908
NOR,385,1911,0,5216,5,2290,2390,242,0.0030914,4,5216000,796666.6667,5000,0.63%,0.742012954,0.702012954
NOR,385,1912,0,1177,5,2591,2411,244,0.0016327,4,1177000,803666.6667,5000,0.62%,0.741535545,0.701535545
