stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version,Expenditure,Population,Military_size,WG,Beta,Beta Corr
AFG,700,1920,0,-9,55,0,6306,0,0.0019737,4,-9000,2102000,55000,2.62%,0.857272065,0.817272065
AFG,700,1921,0,-9,55,0,6381,0,0.001971,4,-9000,2127000,55000,2.59%,0.856576417,0.816576417
AFG,700,1922,0,-9,55,0,6456,0,0.0021718,4,-9000,2152000,55000,2.56%,0.855890006,0.815890006
AFG,700,1923,0,-9,65,0,6532,0,0.0026945,4,-9000,2177333.333,65000,2.99%,0.8666507,0.8266507
AFG,700,1924,0,-9,65,0,6609,0,0.0031195,4,-9000,2203000,65000,2.95%,0.865955308,0.825955308
AFG,700,1925,0,-9,76,0,6687,0,0.0035203,4,-9000,2229000,76000,3.41%,0.875956347,0.835956347
AFG,700,1926,0,-9,76,0,6765,0,0.0035234,4,-9000,2255000,76000,3.37%,0.87526193,0.83526193
AFG,700,1927,0,-9,76,0,6845,0,0.0035637,4,-9000,2281666.667,76000,3.33%,0.874559098,0.834559098
AFG,700,1928,0,-9,60,0,6925,0,0.0030185,4,-9000,2308333.333,60000,2.60%,0.857732031,0.817732031
AFG,700,1929,0,-9,60,0,7007,0,0.0030385,4,-9000,2335666.667,60000,2.57%,0.857043473,0.817043473
AFG,700,1930,0,-9,60,0,7089,0,0.0030359,4,-9000,2363000,60000,2.54%,0.856364012,0.816364012
AFG,700,1931,0,4536,60,0,7173,0,0.0026446,4,4536000,2391000,60000,2.51%,0.855677177,0.815677177
AFG,700,1932,0,3731,60,0,7257,0,0.0026374,4,3731000,2419000,60000,2.48%,0.85499942,0.81499942
AFG,700,1933,0,-9,72,0,7343,0,0.0032468,4,-9000,2447666.667,72000,2.94%,0.866708549,0.826708549
AFG,700,1934,0,-9,45,0,7429,0,0.0023447,4,-9000,2476333.333,45000,1.82%,0.834098444,0.794098444
AFG,700,1935,0,7172,72,0,7516,0,0.0023612,4,7172000,2505333.333,72000,2.87%,0.865338738,0.825338738
AFG,700,1936,0,7363,103,0,7605,0,0.0029874,4,7363000,2535000,103000,4.06%,0.888930438,0.848930438
AFG,700,1937,0,-9,103,0,7694,105,0.0034712,4,-9000,2564666.667,103000,4.02%,0.888229594,0.848229594
AFG,700,1938,0,6783,103,0,7785,117,0.0031082,4,6783000,2595000,103000,3.97%,0.887522455,0.847522455
AFG,700,1939,0,-9,103,0,7876,130,0.0029508,4,-9000,2625333.333,103000,3.92%,0.88682464,0.84682464
AFG,700,1940,0,-9,60,0,7969,143,0.001713,4,-9000,2656333.333,60000,2.26%,0.849589803,0.809589803
AFG,700,1941,0,-9,90,0,8063,156,0.0019521,4,-9000,2687666.667,90000,3.35%,0.876305375,0.836305375
AFG,700,1942,0,-9,90,0,8158,170,0.0018166,4,-9000,2719333.333,90000,3.31%,0.875612574,0.835612574
AFG,700,1943,0,-9,90,0,8254,183,0.0017597,4,-9000,2751333.333,90000,3.27%,0.87492172,0.83492172
AFG,700,1944,0,-9,90,0,8351,197,0.0016625,4,-9000,2783666.667,90000,3.23%,0.874232871,0.834232871
AFG,700,1945,0,-9,90,0,8449,211,0.0015724,4,-9000,2816333.333,90000,3.20%,0.87354608,0.83354608
AFG,700,1946,0,-9,90,0,8549,225,0.0025014,4,-9000,2849666.667,90000,3.16%,0.872854528,0.832854528
AFG,700,1947,0,-9,100,0,8649,240,0.002474,4,-9000,2883000,100000,3.47%,0.879255466,0.839255466
AFG,700,1948,0,-9,90,0,8751,254,0.0023342,4,-9000,2917000,90000,3.09%,0.87148517,0.83148517
AFG,700,1949,0,-9,75,5,8854,269,0.0019794,4,-9000,2951333.333,75000,2.54%,0.858562488,0.818562488
AFG,700,1950,0,4654,75,8,8958,284,0.0016056,4,4654000,2986000,75000,2.51%,0.857890029,0.817890029
AFG,700,1951,0,5657,60,10,9093,299,0.0014054,4,5657000,3031000,60000,1.98%,0.842078624,0.802078624
AFG,700,1952,0,6730,60,12,9238,314,0.0013305,4,6730000,3079333.333,60000,1.95%,0.841186928,0.801186928
AFG,700,1953,0,9596,41,14,9393,330,0.0011815,4,9596000,3131000,41000,1.31%,0.814793073,0.774793073
AFG,700,1954,0,5012,41,16,9558,345,0.0011561,4,5012000,3186000,41000,1.29%,0.813845541,0.773845541
AFG,700,1955,0,6504,43,23,9734,361,0.0011547,4,6504000,3244666.667,43000,1.33%,0.81603185,0.77603185
AFG,700,1956,0,4814,43,23,9921,377,0.0011591,4,4814000,3307000,43000,1.30%,0.814997439,0.774997439
AFG,700,1957,0,7227,43,29,10119,393,0.001169,4,7227000,3373000,43000,1.27%,0.813925991,0.773925991
AFG,700,1958,0,6252,43,34,10327,409,0.0011763,4,6252000,3442333.333,43000,1.25%,0.812825718,0.772825718
AFG,700,1959,0,11073,50,41,10546,426,0.0012464,4,11073000,3515333.333,50000,1.42%,0.821700464,0.781700464
AFG,700,1960,0,14240,60,48,10775,444,0.0013066,4,14240000,3591666.667,60000,1.67%,0.832609991,0.792609991
AFG,700,1961,0,14184,110,66,11014,462,0.0017574,4,14184000,3671333.333,110000,3.00%,0.871500372,0.831500372
AFG,700,1962,0,13125,104,112,11262,481,0.0016605,4,13125000,3754000,104000,2.77%,0.86651335,0.82651335
AFG,700,1963,0,14795,110,99,11521,500,0.0016639,4,14795000,3840333.333,110000,2.86%,0.868913402,0.828913402
AFG,700,1964,0,14544,112,113,11791,478,0.001644,4,14544000,3930333.333,112000,2.85%,0.868774446,0.828774446
AFG,700,1965,0,13865,97,144,12071,456,0.0015451,4,13865000,4023666.667,97000,2.41%,0.857978769,0.817978769
AFG,700,1966,0,16819,97,162,12358,434,0.0014699,4,16819000,4119333.333,97000,2.35%,0.856655133,0.816655133
AFG,700,1967,0,17932,95,331,12652,412,0.0014258,4,17932000,4217333.333,95000,2.25%,0.853969046,0.813969046
AFG,700,1968,0,20067,89,366,12957,448,0.0013733,4,20067000,4319000,89000,2.06%,0.848367539,0.808367539
AFG,700,1969,0,20915,89,137,13280,483,0.0013624,4,20915000,4426666.667,89000,2.01%,0.847002506,0.807002506
AFG,700,1970,0,19469,91,1761.406,13623,517,0.0014041,4,19469000,4541000,91000,2.00%,0.847043229,0.807043229
AFG,700,1971,0,29844,91,1930.78,13984,554,0.001435,4,29844000,4661333.333,91000,1.95%,0.845600437,0.805600437
AFG,700,1972,0,32289,91,1863.967,14356,820,0.0014712,4,32289000,4785333.333,91000,1.90%,0.84415707,0.80415707
AFG,700,1973,0,32400,91,1869.442,14724,889,0.0014746,4,32400000,4908000,91000,1.85%,0.84277022,0.80277022
AFG,700,1974,0,34733,80,2068.249,15070,958,0.0013901,4,34733000,5023333.333,80000,1.59%,0.833151823,0.793151823
AFG,700,1975,0,40555,130,2275.031,15378,1030,0.0017197,4,40555000,5126000,130000,2.54%,0.86348558,0.82348558
AFG,700,1976,0,42422,142,2167.041,15653,1104,0.0018084,4,42422000,5217666.667,142000,2.72%,0.868204333,0.828204333
AFG,700,1977,0,52289,143,2426.174,15892,1179,0.0018377,4,52289000,5297333.333,143000,2.70%,0.867807856,0.827807856
AFG,700,1978,0,59400,110,2288.738,16064,1256,0.0016085,4,59400000,5354666.667,110000,2.05%,0.85027105,0.81027105
AFG,700,1979,0,58000,89,2272.433,16128,1335,0.0014663,4,58000000,5376000,89000,1.66%,0.836383299,0.796383299
AFG,700,1980,0,238087,43,2182.202,16063,1413,0.0012174,4,238087000,5354333.333,43000,0.80%,0.789649992,0.749649992
AFG,700,1981,0,326007,45,2246.286,15862,1493,0.0012289,4,326007000,5287333.333,45000,0.85%,0.793228987,0.753228987
AFG,700,1982,0,326872,55,2275.31,15549,1591,0.0012712,4,326872000,5183000,55000,1.06%,0.807230747,0.767230747
AFG,700,1983,0,296987,46,2410.396,15177,1655,0.0011872,4,296987000,5059000,46000,0.91%,0.796921241,0.756921241
AFG,700,1984,0,210032,46,2615.317,14814,1738,0.0011346,4,210032000,4938000,46000,0.93%,0.798172969,0.758172969
AFG,700,1985,0,286560,47,2804.972,14519,1823,0.0011465,4,286560000,4839666.667,47000,0.97%,0.800613212,0.760613212
AFG,700,1986,0,-9,47,2825.334,14300,1801,0.0012639,4,-9000,4766666.667,47000,0.99%,0.801404529,0.761404529
AFG,700,1987,0,-9,50,2223.174,14165,1881,0.0012678,4,-9000,4721666.667,50000,1.06%,0.805925516,0.765925516
AFG,700,1988,0,-9,55,2209.312,14162,1958,0.0012921,4,-9000,4720666.667,55000,1.17%,0.812138702,0.772138702
AFG,700,1989,0,-9,55,2083.787,14346,1995,0.0012919,4,-9000,4782000,55000,1.15%,0.811457069,0.771457069
AFG,700,1990,0,430000,58,862.5941,14754,2162,0.0011803,4,430000000,4918000,58000,1.18%,0.813427036,0.773427036
AFG,700,1991,0,-9,45,822.8353,15403,2343,0.001309,4,-9000,5134333.333,45000,0.88%,0.794736442,0.754736442
AFG,700,1992,0,-9,45,673.2452,16276,2540,0.0013703,4,-9000,5425333.333,45000,0.83%,0.791910979,0.751910979
AFG,700,1993,0,-9,45,680.3742,17322,2753,0.0014176,4,-9000,5774000,45000,0.78%,0.788742815,0.748742815
AFG,700,1994,0,-9,45,687.502,18470,2983,0.0014684,4,-9000,6156666.667,45000,0.73%,0.785505189,0.745505189
AFG,700,1999,0,250000,400,720.2327,21923,3724,0.0040852,4,250000000,7307666.667,400000,5.47%,0.915226722,0.875226722
AFG,700,2000,0,250000,400,729.6624,22720,3937,0.0040963,4,250000000,7573333.333,400000,5.28%,0.913163477,0.873163477
AFG,700,2002,0,0,50,622.8413,22930,4354,0.0013898,4,0,7643333.333,50000,0.65%,0.781432911,0.741432911
AFG,700,2003,0,0,60,687.5892,22842,4555,0.0014408,4,0,7614000,60000,0.79%,0.793128743,0.753128743
AFG,700,2004,0,121000,43,680.3133,22753,4765,0.0013512,4,121000000,7584333.333,43000,0.57%,0.77229447,0.73229447
AFG,700,2005,0,116000,27,697.826,22665,4985,0.0012186,4,116000000,7555000,27000,0.36%,0.74310021,0.70310021
AFG,700,2006,0,120000,27,711.2269,22576,5215,0.001215,4,120000000,7525333.333,27000,0.36%,0.743284861,0.703284861
AFG,700,2007,0,153000,50,725.6503,22488,5456,0.0014201,4,153000000,7496000,50000,0.67%,0.782393754,0.742393754
ALB,339,1914,0,1663,2,0,724,0,0.0001837,4,1663000,241333.3333,2000,0.83%,0.739581412,0.699581412
ALB,339,1915,0,1612,2,0,735,0,0.0001241,4,1612000,245000,2000,0.82%,0.738682692,0.698682692
ALB,339,1916,0,1598,2,0,747,0,0.0001237,4,1598000,249000,2000,0.80%,0.737719912,0.697719912
ALB,339,1917,0,1567,2,0,759,0,0.0001212,4,1567000,253000,2000,0.79%,0.736774924,0.696774924
ALB,339,1918,0,1545,3,0,771,0,0.0001265,4,1545000,257000,3000,1.17%,0.768396739,0.728396739
ALB,339,1919,0,1523,3,0,783,0,0.0001631,4,1523000,261000,3000,1.15%,0.767445239,0.727445239
ALB,339,1920,0,1493,4,0,795,0,0.000204,4,1493000,265000,4000,1.51%,0.789548142,0.749548142
ALB,339,1921,0,1442,3,0,808,0,0.0001934,4,1442000,269333.3333,3000,1.11%,0.765516186,0.725516186
ALB,339,1922,0,1411,5,0,821,0,0.0002404,4,1411000,273666.6667,5000,1.83%,0.805342102,0.765342102
ALB,339,1923,0,1213,8,0,834,0,0.0003222,4,1213000,278000,8000,2.88%,0.841826964,0.801826964
ALB,339,1924,0,1104,8,0,847,0,0.0003746,4,1104000,282333.3333,8000,2.83%,0.840789521,0.800789521
ALB,339,1925,0,1036,8,1,861,0,0.0003666,4,1036000,287000,8000,2.79%,0.839692721,0.799692721
ALB,339,1926,0,975,8,1,874,0,0.0003646,4,975000,291333.3333,8000,2.75%,0.838692617,0.798692617
ALB,339,1927,0,1158,8,1,888,0,0.0003693,4,1158000,296000,8000,2.70%,0.837634684,0.797634684
ALB,339,1928,0,2351,10,2,902,0,0.0004568,4,2351000,300666.6667,10000,3.33%,0.854286392,0.814286392
ALB,339,1929,0,2856,11,2,916,0,0.0004971,4,2856000,305333.3333,11000,3.60%,0.860791385,0.820791385
ALB,339,1930,0,2822,11,3,931,0,0.000488,4,2822000,310333.3333,11000,3.54%,0.859685706,0.819685706
ALB,339,1931,0,2992,11,3,946,0,0.0004948,4,2992000,315333.3333,11000,3.49%,0.858600469,0.818600469
ALB,339,1932,0,2832,13,4,961,0,0.0005657,4,2832000,320333.3333,13000,4.06%,0.870712585,0.830712585
ALB,339,1933,0,2470,13,5,976,0,0.0005218,4,2470000,325333.3333,13000,4.00%,0.869650096,0.829650096
ALB,339,1934,0,2342,13,12,991,0,0.0004812,4,2342000,330333.3333,13000,3.94%,0.868606344,0.828606344
ALB,339,1935,0,2198,9,27,1005,0,0.0003241,4,2198000,335000,9000,2.69%,0.838743646,0.798743646
ALB,339,1936,0,2486,9,62,1014,0,0.0003341,4,2486000,338000,9000,2.66%,0.838156274,0.798156274
ALB,339,1937,0,2812,9,142,1030,0,0.0003312,4,2812000,343333.3333,9000,2.62%,0.837126805,0.797126805
ALB,339,1938,0,3143,9,170,1040,0,0.0003392,4,3143000,346666.6667,9000,2.60%,0.836492737,0.796492737
ALB,339,1939,0,6984,9,174,1070,0,0.0002976,4,6984000,356666.6667,9000,2.52%,0.834632045,0.794632045
ALB,339,1944,0,9156,60,193,1112,0,0.0003696,4,9156000,370666.6667,60000,16.19%,0.980072024,0.940072024
ALB,339,1945,0,10254,60,197,1122,0,0.0003373,4,10254000,374000,60000,16.04%,0.97938825,0.93938825
ALB,339,1946,0,11946,60,201,1138,0,0.0007929,4,11946000,379333.3333,60000,15.82%,0.978308731,0.938308731
ALB,339,1947,0,12458,60,206,1154,0,0.0008438,4,12458000,384666.6667,60000,15.60%,0.977246613,0.937246613
ALB,339,1948,0,13874,60,210,1164,0,0.0008609,4,13874000,388000,60000,15.46%,0.976591394,0.936591394
ALB,339,1949,0,15760,65,214,1183,0,0.0008375,4,15760000,394333.3333,65000,16.48%,0.981576316,0.941576316
ALB,339,1950,0,18865,60,207,1215,0,0.0007516,4,18865000,405000,60000,14.81%,0.97334797,0.93334797
ALB,339,1951,0,20011,55,258,1242,0,0.0006305,4,20011000,414000,55000,13.29%,0.964966365,0.924966365
ALB,339,1952,0,20459,61,254,1270,0,0.0006292,4,20459000,423333.3333,61000,14.41%,0.971297666,0.931297666
ALB,339,1953,0,22779,53,279,1302,0,0.0005644,4,22779000,434000,53000,12.21%,0.958605664,0.918605664
ALB,339,1954,0,28305,41,344,1340,100,0.0005296,4,28305000,446666.6667,41000,9.18%,0.936752741,0.896752741
ALB,339,1955,0,31544,39,421,1379,103,0.0005177,4,31544000,459666.6667,39000,8.48%,0.930855871,0.890855871
ALB,339,1956,0,34268,37,525,1420,108,0.0005203,4,34268000,473333.3333,37000,7.82%,0.924740251,0.884740251
ALB,339,1957,0,37541,33,858,1462,112,0.0005115,4,37541000,487333.3333,33000,6.77%,0.913946303,0.873946303
ALB,339,1958,0,40027,31,750,1507,117,0.0004987,4,40027000,502333.3333,31000,6.17%,0.907072911,0.867072911
ALB,339,1959,0,42029,27,882,1556,122,0.000471,4,42029000,518666.6667,27000,5.21%,0.894368739,0.854368739
ALB,339,1960,0,52458,27,1241,1611,127,0.0004933,4,52458000,537000,27000,5.03%,0.892014034,0.852014034
ALB,339,1961,0,59236,50,1302,1660,132,0.0007053,4,59236000,553333.3333,50000,9.04%,0.936589944,0.896589944
ALB,339,1962,0,61663,50,1329,1712,137,0.0006796,4,61663000,570666.6667,50000,8.76%,0.934410407,0.894410407
ALB,339,1963,0,72019,52,1256,1764,143,0.0006806,4,72019000,588000,52000,8.84%,0.935258131,0.895258131
ALB,339,1964,0,82560,52,1294,1817,149,0.0006794,4,82560000,605666.6667,52000,8.59%,0.933178658,0.893178658
ALB,339,1965,0,83042,52,1397,1870,155,0.0006944,4,83042000,623333.3333,52000,8.34%,0.93116781,0.89116781
ALB,339,1966,0,91761,52,1534,1923,162,0.0006579,4,91761000,641000,52000,8.11%,0.929221453,0.889221453
ALB,339,1967,0,91769,52,1710,1965,169,0.0006402,4,91769000,655000,52000,7.94%,0.927722352,0.887722352
ALB,339,1968,0,96803,52,1972,2019,176,0.0006306,4,96803000,673000,52000,7.73%,0.925848166,0.885848166
ALB,339,1969,0,94832,52,2280,2080,183,0.0006238,4,94832000,693333.3333,52000,7.50%,0.923799104,0.883799104
ALB,339,1970,0,98041,52,3186.531,2136,190,0.0006226,4,98041000,712000,52000,7.30%,0.921977873,0.881977873
ALB,339,1971,0,115619,52,3532.382,2187,194,0.0006368,4,115619000,729000,52000,7.13%,0.920366337,0.880366337
ALB,339,1972,0,117214,52,4325.915,2242,199,0.0006359,4,117214000,747333.3333,52000,6.96%,0.918676066,0.878676066
ALB,339,1973,0,124830,52,4391.079,2294,204,0.000626,4,124830000,764666.6667,52000,6.80%,0.917121202,0.877121202
ALB,339,1974,0,125194,53,3993.146,2347,209,0.0006012,4,125194000,782333.3333,53000,6.77%,0.916981211,0.876981211
ALB,339,1975,0,131878,52,4256.121,2401,222,0.0005988,4,131878000,800333.3333,52000,6.50%,0.914045305,0.874045305
ALB,339,1976,0,135621,52,4550.579,2454,227,0.0006014,4,135621000,818000,52000,6.36%,0.912579433,0.872579433
ALB,339,1977,0,137905,45,4890.429,2508,232,0.0005588,4,137905000,836000,45000,5.38%,0.900520174,0.860520174
ALB,339,1978,0,154359,45,5118.776,2563,238,0.0005531,4,154359000,854333.3333,45000,5.27%,0.899089898,0.859089898
ALB,339,1979,0,167715,45,5956.096,2617,243,0.0005585,4,167715000,872333.3333,45000,5.16%,0.897719455,0.857719455
ALB,339,1980,230,171453,46,4906.679,2670,247,0.0005979,4,171453000,890000,46000,5.17%,0.898009971,0.858009971
ALB,339,1981,227,188300,41,5464.911,2724,225,0.0005657,4,188300000,908000,41000,4.52%,0.888311734,0.848311734
ALB,339,1982,225,156763,42,5403.575,2780,202,0.00056,4,156763000,926666.6667,42000,4.53%,0.888749951,0.848749951
ALB,339,1983,222,130560,42,5490.089,2838,206,0.0005513,4,130560000,946000,42000,4.44%,0.887416267,0.847416267
ALB,339,1984,220,130000,41,5567.242,2897,210,0.0005141,4,130000000,965666.6667,41000,4.25%,0.884342581,0.844342581
ALB,339,1985,217,188890,40,5376.086,2957,215,0.0005169,4,188890000,985666.6667,40000,4.06%,0.881239836,0.841239836
ALB,339,1986,215,168800,42,5396.534,3016,223,0.0005172,4,168800000,1005333.333,42000,4.18%,0.883510337,0.843510337
ALB,339,1987,212,196360,42,5145.757,3076,225,0.0005148,4,196360000,1025333.333,42000,4.10%,0.882252877,0.842252877
ALB,339,1988,210,157000,42,4748.641,3138,232,0.0004947,4,157000000,1046000,42000,4.02%,0.880982655,0.840982655
ALB,339,1989,205,167300,40,4849.829,3199,239,0.0004922,4,167300000,1066333.333,40000,3.75%,0.876245434,0.836245434
ALB,339,1990,143,171200,48,4462.339,3256,244,0.000518,4,171200000,1085333.333,48000,4.42%,0.888250993,0.848250993
ALB,339,1991,28,103190,40,3068.055,3255,255,0.0004464,4,103190000,1085000,40000,3.69%,0.875151221,0.835151221
ALB,339,1992,20,34700,65,2411.6,3363,267,0.000608,4,34700000,1121000,65000,5.80%,0.907954571,0.867954571
ALB,339,1993,19,105000,65,2087.495,3485,278,0.0006378,4,105000000,1161666.667,65000,5.60%,0.905637797,0.865637797
ALB,339,1994,19,97500,65,1833.655,3547,290,0.0006427,4,97500000,1182333.333,65000,5.50%,0.904495686,0.864495686
ALB,339,1995,22,89000,52,2104.985,3609,301,0.0005545,4,89000000,1203000,52000,4.32%,0.887437719,0.847437719
ALB,339,1996,23,103000,52,2387.619,3650,313,0.0005679,4,103000000,1216666.667,52000,4.27%,0.886722249,0.846722249
ALB,339,1997,22,94000,52,2013.111,3731,324,0.0005674,4,94000000,1243666.667,52000,4.18%,0.885335377,0.845335377
ALB,339,1998,22,102000,20,1943.257,3119,336,0.0003146,4,102000000,1039666.667,20000,1.92%,0.827816413,0.787816413
ALB,339,1999,16,140000,18,2130.491,3113,347,0.0003044,4,140000000,1037666.667,18000,1.73%,0.82032559,0.78032559
ALB,339,2000,5,113000,54,1892.621,3113,359,0.0005688,4,113000000,1037666.667,54000,5.20%,0.899633546,0.859633546
ALB,339,2001,80,106000,27,1679.702,3074,370,0.0003838,4,106000000,1024666.667,27000,2.64%,0.850369725,0.810369725
ALB,339,2002,140,59000,27,2122.905,3093,382,0.000386,4,59000000,1031000,27000,2.62%,0.849991288,0.809991288
ALB,339,2003,140,76000,22,2273.791,3111,393,0.000343,4,76000000,1037000,22000,2.12%,0.834850582,0.794850582
ALB,339,2004,143,105000,21,2388,3127,403,0.0003407,4,105000000,1042333.333,21000,2.01%,0.831184364,0.791184364
ALB,339,2005,145,116000,21,2412.401,3142,413,0.000343,4,116000000,1047333.333,21000,2.01%,0.830897416,0.790897416
ALB,339,2006,206,141000,22,2433.369,3151,423,0.0003577,4,141000000,1050333.333,22000,2.09%,0.834081303,0.794081303
ALB,339,2007,263,198000,11,2233.675,3161,434,0.0002759,4,198000000,1053666.667,11000,1.04%,0.78390819,0.74390819
ALG,615,1962,6,65000,45,942,10920,1201,0.001473,4,65000000,3640000,45000,1.24%,0.812830943,0.772830943
ALG,615,1963,10,79400,70,974,11205,1296,0.0016852,4,79400000,3735000,70000,1.87%,0.840643253,0.800643253
ALG,615,1964,20,99251,65,3284,11675,1398,0.0017614,4,99251000,3891666.667,65000,1.67%,0.83348316,0.79348316
ALG,615,1965,23,99251,60,4436,11923,1507,0.0017894,4,99251000,3974333.333,60000,1.51%,0.827062643,0.787062643
ALG,615,1966,21,99251,75,4497,12661,1625,0.0018812,4,99251000,4220333.333,75000,1.78%,0.838433849,0.798433849
ALG,615,1967,23,99251,75,5240,13078,1754,0.0018977,4,99251000,4359333.333,75000,1.72%,0.836656653,0.796656653
ALG,615,1968,28,99251,75,5461,13495,1891,0.001899,4,99251000,4498333.333,75000,1.67%,0.834942412,0.794942412
ALG,615,1969,30,99251,80,6320,13912,2040,0.0019625,4,99251000,4637333.333,80000,1.73%,0.837491598,0.797491598
ALG,615,1970,31,99251,80,15745.12,13746,2190,0.0020855,4,99251000,4582000,80000,1.75%,0.838147055,0.798147055
ALG,615,1971,28,99470,80,20854.19,14177,2343,0.0022052,4,99470000,4725666.667,80000,1.69%,0.836463342,0.796463342
ALG,615,1972,29,111512,80,22636.57,14612,2481,0.0022162,4,111512000,4870666.667,80000,1.64%,0.834821667,0.794821667
ALG,615,1973,28,137657,80,34486.62,15065,2625,0.0024094,4,137657000,5021666.667,80000,1.59%,0.833169742,0.793169742
ALG,615,1974,99,260237,80,31344.5,15533,2763,0.0024108,4,260237000,5177666.667,80000,1.55%,0.831521031,0.791521031
ALG,615,1975,126,309322,80,33062.77,16018,2808,0.0024512,4,309322000,5339333.333,80000,1.50%,0.8298706,0.7898706
ALG,615,1976,206,385839,85,35634.75,16521,2947,0.0025558,4,385839000,5507000,85000,1.54%,0.832123321,0.792123321
ALG,615,1977,285,464711,75,40520.96,17058,3082,0.0026042,4,464711000,5686000,75000,1.32%,0.822364739,0.782364739
ALG,615,1978,211,601562,76,73277.71,17626,3351,0.0031028,4,601562000,5875333.333,76000,1.29%,0.821486275,0.781486275
ALG,615,1979,450,727349,88,67890.09,18104,3620,0.0031651,4,727349000,6034666.667,88000,1.46%,0.829468216,0.789468216
ALG,615,1980,370,890060,101,75650.63,18666,3889,0.003393,4,890060000,6222000,101000,1.62%,0.836654938,0.796654938
ALG,615,1981,557,811620,101,116041.4,19246,4158,0.0040048,4,811620000,6415333.333,101000,1.57%,0.8350216,0.7950216
ALG,615,1982,851,848032,120,149710.2,19857,4427,0.0047025,4,848032000,6619000,120000,1.81%,0.84433518,0.80433518
ALG,615,1983,893,935023,130,155576.8,20516,4695,0.0048527,4,935023000,6838666.667,130000,1.90%,0.847669536,0.807669536
ALG,615,1984,1130,930440,170,157872,21256,4964,0.0046233,4,930440000,7085333.333,170000,2.40%,0.862772524,0.822772524
ALG,615,1985,1215,953300,170,151752.4,21850,5233,0.004574,4,953300000,7283333.333,170000,2.33%,0.861267598,0.821267598
ALG,615,1986,1123,1160000,180,165258.3,22520,5502,0.0047345,4,1160000000,7506666.667,180000,2.40%,0.863234944,0.823234944
ALG,615,1987,1380,1200000,170,184925.5,23021,5771,0.004878,4,1200000000,7673666.667,170000,2.22%,0.85843139,0.81843139
ALG,615,1988,1301,1050000,126,192089,23719,6040,0.0045544,4,1050000000,7906333.333,126000,1.59%,0.837959569,0.797959569
ALG,615,1989,943,854000,126,187962.5,24324,6309,0.0044367,4,854000000,8108000,126000,1.55%,0.83663286,0.79663286
ALG,615,1990,836,904000,126,198340,25022,6578,0.0044635,4,904000000,8340666.667,126000,1.51%,0.835147607,0.795147607
ALG,615,1991,840,660000,126,194391.5,25643,6847,0.0045142,4,660000000,8547666.667,126000,1.47%,0.833864882,0.793864882
ALG,615,1992,842,1900000,126,189253.2,26271,7116,0.004762,4,1900000000,8757000,126000,1.44%,0.832602765,0.792602765
ALG,615,1993,865,1119000,126,201485.8,26894,7384,0.0046816,4,1119000000,8964666.667,126000,1.41%,0.8313838,0.7913838
ALG,615,1994,807,1306000,126,203675.6,27496,7653,0.0047015,4,1306000000,9165333.333,126000,1.37%,0.830235732,0.790235732
ALG,615,1995,827,1427000,120,211346.6,28060,7922,0.004696,4,1427000000,9353333.333,120000,1.28%,0.826145848,0.786145848
ALG,615,1996,651,1840000,119,218794,28566,8191,0.0047258,4,1840000000,9522000,119000,1.25%,0.82470624,0.78470624
ALG,615,1997,399,2114000,124,209515.1,29050,8460,0.0046643,4,2114000000,9683333.333,124000,1.28%,0.826403498,0.786403498
ALG,615,1998,600,3125000,120,216631.9,30081,8729,0.0049828,4,3125000000,10027000,120000,1.20%,0.822581672,0.782581672
ALG,615,1999,758,3086000,120,251990.3,30774,8978,0.0052253,4,3086000000,10258000,120000,1.17%,0.821421118,0.781421118
ALG,615,2000,842,2989000,124,274169,31471,9213,0.0053109,4,2989000000,10490333.33,124000,1.18%,0.822311447,0.782311447
ALG,615,2001,947,3149000,124,285140.6,30872,9454,0.0054161,4,3149000000,10290666.67,124000,1.20%,0.823290111,0.783290111
ALG,615,2002,1091,2098000,136,281244.3,31332,9702,0.0052345,4,2098000000,10444000,136000,1.30%,0.8282523,0.7882523
ALG,615,2003,1051,2206000,127,279764,31848,9956,0.0049525,4,2206000000,10616000,127000,1.20%,0.823183833,0.783183833
ALG,615,2004,1014,2805000,132,286323.6,32364,10217,0.0050545,4,2805000000,10788000,132000,1.22%,0.824751366,0.784751366
ALG,615,2005,1007,2877000,137,299360.7,32906,10471,0.0051597,4,2877000000,10968666.67,137000,1.25%,0.826199883,0.786199883
ALG,615,2006,1158,3096000,138,296874.9,33481,10730,0.0051217,4,3096000000,11160333.33,138000,1.24%,0.825766088,0.785766088
ALG,615,2007,1278,4270000,138,306255.5,34096,10996,0.0052899,4,4270000000,11365333.33,138000,1.21%,0.824840907,0.784840907
ANG,540,1975,5,146004,30,7474.012,6123,695,0.0007717,4,146004000,2041000,30000,1.47%,0.817290536,0.777290536
ANG,540,1976,5,-9,35,6905.822,6277,733,0.000877,4,-9000,2092333.333,35000,1.67%,0.826487397,0.786487397
ANG,540,1977,5,-9,47,8109.513,6450,772,0.0009972,4,-9000,2150000,47000,2.19%,0.845164403,0.805164403
ANG,540,1978,10,-9,47,8415.523,6636,814,0.0009982,4,-9000,2212000,47000,2.12%,0.843519752,0.803519752
ANG,540,1979,10,529165,47,8966.118,6828,858,0.0009956,4,529165000,2276000,47000,2.07%,0.841876129,0.801876129
ANG,540,1980,10,682543,47,9030.393,7019,899,0.001024,4,682543000,2339666.667,47000,2.01%,0.840292381,0.800292381
